sub_task_id,task_id,category,task,sub_task
927,189,['Personal Assistance and Development'],Learning basic first aid and emergency preparedness.,Create an emergency preparedness plan for your household.
928,189,['Personal Assistance and Development'],Learning basic first aid and emergency preparedness.,Take a first aid and CPR certification course.
929,189,['Personal Assistance and Development'],Learning basic first aid and emergency preparedness.,Assemble a first aid kit for home or travel use.
930,189,['Personal Assistance and Development'],Learning basic first aid and emergency preparedness.,Practice first aid skills in a simulated emergency scenario.
931,190,['Brainstorming and Ideation'],Exploring different cultural cuisines and cooking meals.,"Cook a traditional Italian meal, including pasta and dessert."
932,190,['Brainstorming and Ideation'],Exploring different cultural cuisines and cooking meals.,Prepare a full-course Japanese dinner with sushi and miso soup.
933,190,['Brainstorming and Ideation'],Exploring different cultural cuisines and cooking meals.,Explore Indian cuisine and cook a variety of dishes.
934,190,['Brainstorming and Ideation'],Exploring different cultural cuisines and cooking meals.,"Create a Mexican feast with tacos, salsa, and guacamole."
935,190,['Brainstorming and Ideation'],Exploring different cultural cuisines and cooking meals.,"Cook a Chinese meal with stir-fry, dumplings, and fried rice."
936,191,['Design and Art'],Creating a nature journal with sketches and observations.,Create a nature journal with sketches of local plants and animals.
937,191,['Design and Art'],Creating a nature journal with sketches and observations.,Document your observations of the changing seasons in a nature journal.
938,191,['Design and Art'],Creating a nature journal with sketches and observations.,Write and illustrate a nature journal about a specific ecosystem.
939,191,['Design and Art'],Creating a nature journal with sketches and observations.,Include pressed leaves and flowers in your nature journal.
940,191,['Design and Art'],Creating a nature journal with sketches and observations.,Document bird sightings and behaviors in a nature journal.
941,192,['Design and Art'],Learning to make homemade bread.,Learn to make homemade sourdough bread.
942,192,['Design and Art'],Learning to make homemade bread.,"Bake a variety of bread types, such as baguettes and ciabatta."
943,192,['Design and Art'],Learning to make homemade bread.,Experiment with different flavors and ingredients in homemade bread.
944,192,['Design and Art'],Learning to make homemade bread.,Create a bread baking schedule and document your progress.
945,192,['Design and Art'],Learning to make homemade bread.,Share your homemade bread with friends and family.
946,193,"['Design and Art', 'Personal Assistance and Development']",Organizing a themed costume party.,Plan a themed costume party with a 'Superheroes' theme.
947,193,"['Design and Art', 'Personal Assistance and Development']",Organizing a themed costume party.,Host a costume party with a '1980s' theme.
948,193,"['Design and Art', 'Personal Assistance and Development']",Organizing a themed costume party.,Organize a 'Harry Potter' themed costume party.
949,193,"['Design and Art', 'Personal Assistance and Development']",Organizing a themed costume party.,Plan a 'Disney Characters' themed costume party.
950,193,"['Design and Art', 'Personal Assistance and Development']",Organizing a themed costume party.,Host a 'Historical Figures' themed costume party.
951,194,['Brainstorming and Ideation'],Trying out different types of meditation and relaxation techniques.,Try guided meditation for relaxation.
952,194,['Brainstorming and Ideation'],Trying out different types of meditation and relaxation techniques.,Practice mindfulness meditation for 10 minutes each day.
953,194,['Brainstorming and Ideation'],Trying out different types of meditation and relaxation techniques.,"Explore different meditation techniques, such as body scan and loving-kindness meditation."
954,194,['Brainstorming and Ideation'],Trying out different types of meditation and relaxation techniques.,Attend a meditation retreat or workshop.
955,194,['Brainstorming and Ideation'],Trying out different types of meditation and relaxation techniques.,Incorporate meditation into your daily routine for stress relief.
956,195,['Other'],Writing a letter to a local government official about an issue.,Write a letter to your local government official advocating for environmental protection.
957,195,['Other'],Writing a letter to a local government official about an issue.,Write a letter to a local representative about improving public transportation.
958,195,['Other'],Writing a letter to a local government official about an issue.,"Address a community issue, such as homelessness, in a letter to your local official."
959,195,['Other'],Writing a letter to a local government official about an issue.,Write a letter to support funding for local schools.
960,195,['Other'],Writing a letter to a local government official about an issue.,Advocate for better healthcare services in a letter to your local government.
961,196,"['Brainstorming and Ideation', 'Scientific and Experimental']",Researching and practicing sustainable living habits.,Research and implement energy-saving practices at home.
962,196,"['Brainstorming and Ideation', 'Scientific and Experimental']",Researching and practicing sustainable living habits.,Create a composting system for kitchen and garden waste.
963,196,"['Brainstorming and Ideation', 'Scientific and Experimental']",Researching and practicing sustainable living habits.,Adopt a zero-waste lifestyle and document your progress.
964,196,"['Brainstorming and Ideation', 'Scientific and Experimental']",Researching and practicing sustainable living habits.,Reduce plastic use and find sustainable alternatives.
965,196,"['Brainstorming and Ideation', 'Scientific and Experimental']",Researching and practicing sustainable living habits.,Implement water-saving techniques in your daily routine.
966,197,"['Scientific and Experimental', 'Design and Art']",Creating a DIY skincare or beauty product.,Create a DIY face mask using natural ingredients.
967,197,"['Scientific and Experimental', 'Design and Art']",Creating a DIY skincare or beauty product.,Make a batch of homemade body scrub.
968,197,"['Scientific and Experimental', 'Design and Art']",Creating a DIY skincare or beauty product.,Experiment with different essential oils to create personalized skincare products.
969,197,"['Scientific and Experimental', 'Design and Art']",Creating a DIY skincare or beauty product.,Make homemade lip balm using natural ingredients.
970,197,"['Scientific and Experimental', 'Design and Art']",Creating a DIY skincare or beauty product.,Create a DIY hair treatment for conditioning and strengthening.
